id;name;photo;born_mo;born_da;born_ye;born_bc;bornPlace;nationality;ethnicity;religion;education;career;titles;awards;died_mo;died_da;died_ye;died_bc;diedPlace;politicalParty;dob;aged;nationality;intro;activity
2531659;Dariusz Rosati;https://prabook.com/web/*/2531659;;;1946;;;Poland;;;;;;Knight of the Order of Polonia Restituta;;;;;;Social Democracy of Poland;August 8, 1946;;Poland;Dariusz Kajetan Rosati is a Polish professor of economics and a politician who is a member of the European Parliament. Dariusz Rosati is a graduate of international trade from Warsaw School of Economics and a professor of economics. In the 1990s he ...;politician,diplomat,economist,university professor
2532140;Darren Millar;https://prabook.com/web/*/2532140;;;1976;;;Irish//British;;;;;;;;;;;;Welsh Conservative Party;1976;;Irish;Darren David Millar is a Welsh politician. He enjoys reading and history, and attends North Coast Church. Prior to his election to the Assembly, Millar was a manager for an international charity. He has also been an accountant working in the ...;politician,british
2532180;Darren Jackson;https://prabook.com/web/*/2532180;June;29;1970;;;United States of America;;;;;;;;;;;;Democratic Party;June 29, 1970;;United States;Darren G. Jackson is Democratic member of the North Carolina House of Representatives, serving since 2009. Jackson is also an attorney with Gay, Jackson & McNally, Limited Liability Partnership.;politician,lawyer
2532560;Darryl Plecas;https://prabook.com/web/*/2532560;March;;0;;Abbotsford, British Columbia;Canada;;;;;;;;;;;;Liberal Party;March 3, 2013;;Canada;Darryl Plecas is a Canadian politician, who was elected to the Legislative Assembly of British Columbia in the 2013 provincial election. Plecas served as Parliamentary Secretary to the Minister of Justice and Attorney General for Crime Reduction from ...;politician,criminologist
2532826;Das Williams;https://prabook.com/web/*/2532826;June;29;1974;;;American;;;"""University of California//Santa Barbara""";;;;;;;;;California Democratic Party;June 29, 1974;;American;Das Williams is an American politician currently serving in the California State Assembly. He is a Democrat representing the 37th district, encompassing parts of Santa Barbara and Ventura counties. Before embarking in politics, Williams worked as a ...;politician
2532859;Dasrath Tirkey;https://prabook.com/web/*/2532859;February;9;1967;;;India;;;;;;;;;;;;All India Trinamool Congress;February 9, 1967;;India;Dasrath Tirkey is a member of the All India Trinamool Congress and has won the Indian general elections, 2014 from the Alipurduars. Three Left Front MLAs, Dasarath Tirkey and Ananta Deb Adhikari of RSP and Sunil Mandal of Forward Bloc joined All India ...;politician
2532927;Salipada Pendatun;https://prabook.com/web/*/2532927;December;3;1912;;Pikit, Cotabato, Philippines;Philippines;;Islam;"""University of the Philippines""//""University of the Philippines College of Law""";;;;January;26;1985;;Cotabato, SOCCSKSARGEN, Philippines;;December 3, 1912;72;Philippines;Datu Salipada Khalid Pendatun was a Philippine lawyer, military officer, and a statesman, being the first Filipino Muslim in history to hold these offices. He died on May 16, 1985 in Cotabato Province. The town of General Salipada K. Pendatun, ...;politician
2532996;Daud Saba;https://prabook.com/web/*/2532996;;;1964;;Herat, Afghanistan;;;;;;;;;;;;;;1964;;;Doctor Daud Shah Saba is a politician in Afghanistan, who is serving as Governor of Herat Province since August 2010 when his predecessor Ahmad Yusuf Nuristani had resigned from the post. He belongs to the Popalzai Pashtun tribe. He taught in the ...;politician,governor,president of the country
2533319;Dave Kleis;https://prabook.com/web/*/2533319;January;21;1964;;;United States of America;;;"""St. Cloud State University""";;;;;;;;;Republican Party;January 21, 1964;;United States;Dave Kleis is a Minnesota politician, and the mayor of Saint Cloud, Minnesota. Kleis served in the Minnesota State Senate from 1995 to 2005. Saint Cloud State University. In 2005, he defeated incumbent Mayor John Ellenbecker to win election to his ...;politician
2533670;David McDougall;https://prabook.com/web/*/2533670;July;14;1862;;;New Zealand;;;;;;;November;7;1943;;;United Party;July 14, 1862;81;New Zealand;David McDougall was a United Party and an Independent Member of Parliament for Mataura, in the South Island of New Zealand. Political career \r\n McDougall served on the Gore Borough Council and was Mayor of Gore in 1913, 1915–1919, 1921–1923 and ...;politician
2533708;Darby Riordan;https://prabook.com/web/*/2533708;;;1888;;Queensland;Australia;;;;;;;October;15;1936;;;Australian Labor Party;1888;48;Australia;"David ""Darby"" Riordan was an Australian politician. Riordan was the Australian Labor Party member for Burke in the Queensland Legislative Assembly, winning the seat in 1918. He held Burke till 1929 at which time he resigned from the seat to ...";politician
2534044;David Dawson;https://prabook.com/web/*/2534044;October;5;1973;;;American;;;"""Iowa State University""";;;;;;;;;Iowa Democratic Party;October 5, 1973;;American;"David Alan ""Dave"" Dawson is the Iowa State Representative from the 14th District. A Democrat, he has served in the Iowa House of Representatives since 2013. He has a bachelor""s degree in sociology and psychology from Iowa State University and a Juris ...";politician
2534127;David Alexander;https://prabook.com/web/*/2534127;November;20;1943;;Westminster, City of Westminster, United Kingdom;United Kingdom;;;Eton College//Christ Church;;;"Commander of the Order of the British Empire; Commander of the Royal Victorian OrderRoyal Victorian Order";;;;;;Conservative Party;November 20, 1943;;United Kingdom;David Alexander Cospatrick Douglas-Home, 15th Earl of Home, Knight of the Order ot the Thistle, Commander of the Royal Victorian Order, Commander of the Order of the British Empire is a British businessman and Conservative politician. When the ...;politician,congressman
2534140;David Gordon;https://prabook.com/web/*/2534140;January;18;1858;;;Canada;;;;;;;March;9;1919;;;Liberal Party;January 18, 1858;61;Canada;David Alexander Gordon was a Canadian politician. A manufacturer, he was a town councillor and mayor of Wallaceburg from 1898 to 1900. He was an unsuccessful candidate for the Canadian House of Commons for the electoral district of Bothwell at the ...;politician
2534211;David Bennett;https://prabook.com/web/*/2534211;October;28;1970;;Hamilton, Waikato Region, New Zealand;New Zealand;;;"""Victoria University of Wellington""";;;;;;;;;New Zealand National Party;October 28, 1970;;New Zealand;"David Allister Bennett is a New Zealand politician. Bennett owns two dairy farms near Te Awamutu, and has also worked as an accountant for Klynveld Peat Marwick Goerdeler, in Auckland. In the 2005 election, Bennett stood as the National Party""s ...";politician
2534448;David Austin;https://prabook.com/web/*/2534448;;;1802;;Preston, Connecticut, United States;United States of America;;;"""Williams College""";;;;;;1876;;Cleveland, Cuyahoga County, United States of America;Democratic Party;1802;73;United States;David Austin Starkweather was a United States. Representative from Ohio and a United States. diplomat. He was admitted to the bar in 1825, establishing a practice in Mansfield, Ohio. He located in Canton, Ohio in 1828. He was a judge in one of the ...;politician,diplomat,senator
2534554;David Barnes;https://prabook.com/web/*/2534554;;;1894;;;New Zealand;;;;;;;;;1970;;;New Zealand Labour Party;1894;75;New Zealand;"David Barnes was a New Zealand politician of the Labour Party. Barnes was a farmer who was wounded at Gallipoli and later served in the Royal Air Force. He was a founding member and president of the Fairlie Crown Tenant""s Association branch.";politician
2534681;David Bernard;https://prabook.com/web/*/2534681;August;18;1928;;;United Kingdom;;;"""Winchester College""//""Trinity College""";;;"Commander of the Order of the British Empire; Commander of the Order of Leopold II; Companion of the Order of St Michael and St GeorgeOrder of St Michael and St George The Most Distinguished Order of Saint Michael aThe Most Distinguished Order of Saint Michael and Saint George is a British order of chivalry founded on 28 April 1818 by George, Prince Regent, later King George IV, while he was acting as Prince Regent for his father, King George III.";;;;;;Conservative;August 18, 1928;;United Kingdom;David Bernard Montgomery, 2nd Viscount Montgomery of Alamein CMG, CBE is a British politician, and businessman. Montgomery entered business, working for Yardley and several other companies, building close links with Latin America. He has served as a ...;politician,congressman
2534734;David Blain;https://prabook.com/web/*/2534734;;;1832;;Ayr, Scotland, United Kingdom;Canada;;;;;;;March;6;1909;;Toronto, Ontario, Canada;Liberal Party;August 12, 1832;76;Canada;David Blain was a Scottish-born Canadian lawyer, teacher and political figure. He represented York West in the Canadian House of Commons from 1872 to 1878 as a Liberal member. He was educated in Scotland and at the University of Toronto. Blain was ...;politician,congressman
2534827;David Boyle;https://prabook.com/web/*/2534827;March;31;1833;;Edinburgh, Scotland, United Kingdom;United Kingdom;;;;;;Knight Grand Cross of the Order of St Michael and St George;December;13;1915;;Ayrshire, Scotland, United Kingdom;;March 31, 1833;82;United Kingdom;David Boyle, 7th Earl of Glasgow GCMG was a British naval commander and colonial governor. He served as between 1892 and 1897. He succeeded in the earldom in 1890. Boyle served with the during the Crimean and Second Opium Wars. He was the commander ...;politician,governor
2534941;David Payton;https://prabook.com/web/*/2534941;;;1952;;;New Zealand;;;;;;;;;2000;;;;1952;48;New Zealand;David Bruce Payton was the Administrator of Tokelau from 17 October 2006 to 2009. He was previously Ambassador to Saudi Arabia (1997–2000) and then Ambassador to the Netherlands (2002–2006).;politician,diplomat
2534961;David Jones;https://prabook.com/web/*/2534961;;;1851;;Jones, later surnamed Brynmor-Jones;United Kingdom;;;"""University College London""";;;;August;6;1921;;;The Right;1851;70;United Kingdom;David Brynmor Jones was a British barrister, historian and Liberal Member of Parliament. In 1867, when he was sixteen, his mother died. And in 1869 his father left London for health reasons. Afterwards Jones became a student at University College, ...;politician
2534971;David Buddo;https://prabook.com/web/*/2534971;August;23;1853;;Edinburgh, Scotland;New Zealand;;;;;;King George V Silver Jubilee Medal;December;8;1937;;;The Liberal Party;August 23, 1853;84;New Zealand;David Buddo was a New Zealand politician and member of the Liberal Party. He became an engineer in Perth, Scotland and came to New Zealand in c. 1874 or 1877. He was a Cabinet minister, serving in the cabinet of Sir Joseph Ward between 1909 and 1912 ...;politician
2535094;David Campbell;https://prabook.com/web/*/2535094;;;1779;;Virginia, United States of America;American;;;;;;;March;19;1859;;;Democratic Party;August 2, 1779;79;American;David Campbell was a Virginia merchant, soldier and political figure. He was the 27th Governor of Virginia, serving from 1837 to 1840. He was a successful merchant in Abingdon, Virginia, and served in the U.S. Army during the War of 1812. As governor ...;politician,governor,senator
2535163;David Dickson;https://prabook.com/web/*/2535163;February;25;1818;;Pike County, Mississippi, United States;American;;;;;;;June;5;1880;;Anderson;Democratic Party;February 25, 1818;62;American;David Catchings Dickson was an American politician and physician in early Texas who served as the ninth Speaker of the Texas House of Representatives and as the fourth Lieutenant Governor of Texas. He was also a State Senator and unsuccessfully ran ...;politician
2535315;David Butler;https://prabook.com/web/*/2535315;December;15;1829;;Bloomington, Monroe County, United States of America;United States of America;;;;;;;March;25;1891;;;Republican Party;December 15, 1829;61;United States;David Christy Butler was a United States. political figure. He was the first Governor of Nebraska, serving from 1867 until 1871. He was the first Governor of Nebraska after statehood and the only Nebraska Governor to date to be impeached. His ...;politician,governor
2535657;Allan Dick;https://prabook.com/web/*/2535657;September;1;1915;;;New Zealand;;;;;;Queen's Service Order;;;1992;;;National Party;September 1, 1915;76;New Zealand;"Allan David Dick QSO was a New Zealand politician of the National Party. He received his education at Otago Boys"" High School. After school, he farmed at North Otago, Kurow and then Lilybank Station at the head of Lake Tekapo in the McKenzie Country.";politician
